tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Languages,1350,Duke University,Magda,,Silva,609944,18,good,TEACHER,PROFESSOR,4.6
Languages,1350,Duke University,S,,Silvermoon,800352,8,good,TEACHER,PROFESSOR,4.6
Languages,1350,Duke University,Melissa,,Simmermeyer,185670,39,good,TEACHER,PROFESSOR,3.7
Engineering,1350,Duke University,Walter,Neal,Simmons,2293724,4,poor,TEACHER,PROFESSOR,1.8
Engineering,1350,Duke University,Rebecca,,Simmons,802926,56,good,TEACHER,PROFESSOR,4.0
Documentary Studies,1350,Duke University,Christopher,,Sims,1426359,8,good,TEACHER,PROFESSOR,4.7
Mathematics,1350,Duke University,David,,Sivakoff,1664545,9,average,TEACHER,PROFESSOR,3.4
Business,1350,Duke University,Charles (CJ),,Skender,289571,58,good,TEACHER,PROFESSOR,4.2
Psychology,1350,Duke University,Carol,,Sloan,967712,1,good,TEACHER,PROFESSOR,5.0
Economics,1350,Duke University,Frank,,Sloan,1509203,8,average,TEACHER,PROFESSOR,3.1
Biology,1350,Duke University,Kathleen,,Smith,554475,5,good,TEACHER,PROFESSOR,4.8
Engineering,1350,Duke University,David,,Smith,819116,3,good,TEACHER,PROFESSOR,4.0
Ethnic Studies,1350,Duke University,Stephen W,,Smith,1573217,13,good,TEACHER,PROFESSOR,4.3
Economics,1350,Duke University,Martin,D.,Smith,317013,6,good,TEACHER,PROFESSOR,5.0
Education,1350,Duke University,Martin,Paul,Smith,2323035,4,good,TEACHER,PROFESSOR,5.0
Writing,1350,Duke University,Jacob,,Smith,2423519,3,good,TEACHER,PROFESSOR,5.0
Writing,1350,Duke University,Lindsey,,Smith,1641384,19,good,TEACHER,PROFESSOR,4.3
Sociology,1350,Duke University,Lynn,,Smith-Lovin,1191014,8,good,TEACHER,PROFESSOR,3.9
Anthropology,1350,Duke University,Kevin,,Sobel-Read,1632726,11,good,TEACHER,PROFESSOR,4.1
Physics,1350,Duke University,Joshua,,Socolar,505134,13,good,TEACHER,PROFESSOR,3.5
Writing,1350,Duke University,Kristin,,Solli,1079876,4,good,TEACHER,PROFESSOR,5.0
Humanities,1350,Duke University,Marion,,Solomon,1540206,2,good,TEACHER,PROFESSOR,4.8
Anthropology,1350,Duke University,Harris,,Solomon,1636232,8,good,TEACHER,PROFESSOR,4.0
Nursing,1350,Duke University,Rosa,,Solorzano,1860288,4,good,TEACHER,PROFESSOR,4.5
Languages,1350,Duke University,Helen,,Solterer,1323806,10,average,TEACHER,PROFESSOR,3.0
English,1350,Duke University,Fiona,,Somerset,557519,10,good,TEACHER,PROFESSOR,4.6
Electrical Engineering,1350,Duke University,Dan,,Sorin,1347317,22,good,TEACHER,PROFESSOR,4.6
Classics,1350,Duke University,Joshua,,Sosin,448356,27,good,TEACHER,PROFESSOR,4.5
Writing,1350,Duke University,Sandra,,Sotelo-Miller,2294263,7,average,TEACHER,PROFESSOR,3.0
Biology,1350,Duke University,Eric,,Spana,1081701,11,good,TEACHER,PROFESSOR,3.5
Political Science,1350,Duke University,Nicholas,,Sparks,1511659,2,good,TEACHER,PROFESSOR,4.0
Political Science,1350,Duke University,David,,Sparks,1517035,1,average,TEACHER,PROFESSOR,3.0
Marketing,1350,Duke University,Kenneth,,Spenner,1400332,2,good,TEACHER,PROFESSOR,4.8
Languages,1350,Duke University,Emily,,Sposeto,1203661,10,good,TEACHER,PROFESSOR,3.7
Political Science,1350,Duke University,Thomas,,Spragens,854858,11,good,TEACHER,PROFESSOR,3.5
Physics,1350,Duke University,Roxanne,,Springer,1632565,12,average,TEACHER,PROFESSOR,2.9
Philosophy,1350,Duke University,Gopal,,Sreenivasan,2365723,1,good,TEACHER,PROFESSOR,4.0
Film,1350,Duke University,John,Paul,Stadler,2392896,1,good,TEACHER,PROFESSOR,5.0
English,1350,Duke University,Corina,,Stan,1073033,4,good,TEACHER,PROFESSOR,5.0
Statistics,1350,Duke University,Dalene,,Stangl,264421,59,poor,TEACHER,PROFESSOR,2.3
Chemistry,1350,Duke University,Heather,,Stapleton,2353374,0,zero,TEACHER,PROFESSOR,N/A
Biology,1350,Duke University,Hunter,,Stark,1991487,0,zero,TEACHER,PROFESSOR,N/A
Writing,1350,Duke University,Jessica,,Stark,2126375,4,good,TEACHER,PROFESSOR,5.0
Anthropology,1350,Duke University,Orin,,Starn,267597,53,good,TEACHER,PROFESSOR,4.0
Public Policy,1350,Duke University,Shana,,Starobin,1704672,1,good,TEACHER,PROFESSOR,5.0
Economics,1350,Duke University,Kalina,,Staub,1624338,2,good,TEACHER,PROFESSOR,5.0
Political Science,1350,Duke University,Daniel,,Stegmueller,2400926,2,good,TEACHER,PROFESSOR,4.0
Languages,1350,Duke University,Claudia,,Stehr,2244566,1,good,TEACHER,PROFESSOR,5.0
Anthropology,1350,Duke University,Rebecca,,Stein,305963,17,average,TEACHER,PROFESSOR,3.4
Management,1350,Duke University,Joseph,P,Steinfels,2444008,0,zero,TEACHER,PROFESSOR,N/A
Languages,1350,Duke University,Maria,,Steinmetz,2244571,1,good,TEACHER,PROFESSOR,4.0
Languages,1350,Duke University,Katarzyna,,Stempniak,2093783,3,good,TEACHER,PROFESSOR,4.5
Statistics,1350,Duke University,Beka,,Steorts,2079174,17,average,TEACHER,PROFESSOR,3.2
Philosophy,1350,Duke University,Daniel,,Stephens,1791704,1,good,TEACHER,PROFESSOR,5.0
Computer Science,1350,Duke University,Kristin,,Stephens-Martinez,2335054,35,average,TEACHER,PROFESSOR,3.0
Mathematics,1350,Duke University,Mark,,Stern,295866,13,poor,TEACHER,PROFESSOR,2.4
History,1350,Duke University,Philip,,Stern,1268798,11,good,TEACHER,PROFESSOR,4.3
Music,1350,Duke University,DJ,,Stewart,664458,0,zero,TEACHER,PROFESSOR,N/A
Spanish,1350,Duke University,Ken,,Stewart,2454529,3,good,TEACHER,PROFESSOR,5.0
Global Health,1350,Duke University,Kearsley,,Stewart,2180652,2,good,TEACHER,PROFESSOR,4.0
Electrical Engineering,1350,Duke University,Adrienne,,Stiff-Roberts,2349238,3,good,TEACHER,PROFESSOR,4.7
Classics,1350,Duke University,David,F.,Stifler,2444373,1,good,TEACHER,PROFESSOR,5.0
Art & Art History,1350,Duke University,Kristine,,Stiles,194042,21,good,TEACHER,PROFESSOR,4.7
English,1350,Duke University,Phil ,,Stillman,2087722,0,zero,TEACHER,PROFESSOR,N/A
Education,1350,Duke University,Vicki,,Stocking,215378,7,good,TEACHER,PROFESSOR,4.6
Music,1350,Duke University,Nicholas,,Stoia,1281803,4,average,TEACHER,PROFESSOR,3.3
Marketing,1350,Duke University,John,P.,Stokes,2498546,0,zero,TEACHER,PROFESSOR,N/A
Theater,1350,Duke University,Jeff,,Storer,145375,8,good,TEACHER,PROFESSOR,5.0
English,1350,Duke University,Victor,,Strandberg,95255,47,good,TEACHER,PROFESSOR,4.0
Psychology,1350,Duke University,Tim,,Strauman,1234230,10,good,TEACHER,PROFESSOR,4.9
Mathematics,1350,Duke University,Nate,,Strawn,1820143,4,good,TEACHER,PROFESSOR,4.5
Sociology,1350,Duke University,Jessi,,Streib,2548068,4,good,TEACHER,PROFESSOR,5.0
Dance,1350,Duke University,James,,Strong,2022661,2,good,TEACHER,PROFESSOR,3.8
Biology,1350,Duke University,Beth,,Sullivan,2421238,2,good,TEACHER,PROFESSOR,5.0
Music,1350,Duke University,Jason,,Summach,1860209,7,good,TEACHER,PROFESSOR,4.8
Writing,1350,Duke University,Jesse,,Summers,1954533,12,good,TEACHER,PROFESSOR,4.5
Computer Science,1350,Duke University,Xiaobai,,Sun,505273,12,good,TEACHER,PROFESSOR,4.1
Biology,1350,Duke University,Tai-Ping,,Sun,825439,12,poor,TEACHER,PROFESSOR,2.5
Music,1350,Duke University,John,,Supko,1953414,4,good,TEACHER,PROFESSOR,4.4
Psychology,1350,Duke University,Richard,,Surwit,1510018,0,zero,TEACHER,PROFESSOR,N/A
English,1350,Duke University,Charlotte,,Sussman,1117053,5,good,TEACHER,PROFESSOR,4.0
Nursing,1350,Duke University,Mary Charles,,Sutphin,1459368,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1350,Duke University,Margarita,,Svetlova,2242273,3,good,TEACHER,PROFESSOR,5.0
Psychology,1350,Duke University,Scott,,Swartzwelder,1002106,2,good,TEACHER,PROFESSOR,4.8
Economics,1350,Duke University,Andrew,,Sweeting,1283603,3,poor,TEACHER,PROFESSOR,2.2
Ecology & Evolutionary Biology,1350,Duke University,Jennifer,Jane,Swenson,2378804,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1350,Duke University,Robin,,Swift,640209,0,zero,TEACHER,PROFESSOR,N/A
Information Science,1350,Duke University,Victoria,E,Szabo,1780886,1,good,TEACHER,PROFESSOR,5.0
Statistics,1350,Duke University,Maria,,Tackett,2477028,10,good,TEACHER,PROFESSOR,4.6
Engineering,1350,Duke University,Michael,,Tadross,2465716,1,poor,TEACHER,PROFESSOR,2.0
Engineering,1350,Duke University,Teh,,Tan,1084635,6,average,TEACHER,PROFESSOR,2.5
Mathematics,1350,Duke University,Si,,Tang,2294443,4,poor,TEACHER,PROFESSOR,1.8
Engineering,1350,Duke University,Stacy,,Tantum,1859584,23,good,TEACHER,PROFESSOR,3.9
Religion,1350,Duke University,Sherali,,Tareen,1441719,0,zero,TEACHER,PROFESSOR,N/A
Economics,1350,Duke University,Alessandro,,Tarozzi,381109,8,good,TEACHER,PROFESSOR,4.1
Mathematics,1350,Duke University,Tiffany,,Tasky,1034066,6,good,TEACHER,PROFESSOR,5.0
Economics,1350,Duke University,George,,Tauchen,810887,6,poor,TEACHER,PROFESSOR,2.0
Public Policy,1350,Duke University,Donald,,Taylor,395305,19,average,TEACHER,PROFESSOR,2.6
Economics,1350,Duke University,Curtis,,Taylor,974061,20,average,TEACHER,PROFESSOR,3.3
Physics,1350,Duke University,Richard,h,Taylor,1787394,1,good,TEACHER,PROFESSOR,4.5
Statistics,1350,Duke University,Daniel,,Taylor-Rodriguez,2079601,0,zero,TEACHER,PROFESSOR,N/A
Statistics,1350,Duke University,Sylvie,,Tchumtchoua,1643898,7,poor,TEACHER,PROFESSOR,1.9
History,1350,Duke University,Orion,A.,Teal,1764131,4,good,TEACHER,PROFESSOR,4.5
Ecology  Evolutionary Biology,1350,Duke University,Julie,,Teichroeb,1942423,0,zero,TEACHER,PROFESSOR,N/A
Physics,1350,Duke University,Stephen,,Teitsworth,569183,14,good,TEACHER,PROFESSOR,4.7
Electrical Engineering,1350,Duke University,Richard,,Telford,2039497,2,good,TEACHER,PROFESSOR,3.8
Mathematics,1350,Duke University,Ezgi,,Temamogullari,1848837,4,average,TEACHER,PROFESSOR,2.9
Medicine,1350,Duke University,Claire,,Terhune,1658736,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1350,Duke University,Meredith,,Terry,1281158,0,zero,TEACHER,PROFESSOR,N/A
English,1350,Duke University,Julie,,Tetel,56983,30,good,TEACHER,PROFESSOR,3.6
Writing,1350,Duke University,Susan,,Thananopavarn,2062465,18,good,TEACHER,PROFESSOR,4.5
Chemistry,1350,Duke University,Michael,,Therien,1346434,16,average,TEACHER,PROFESSOR,2.9
Physics,1350,Duke University,John,,Thomas,382922,13,good,TEACHER,PROFESSOR,4.6
Languages,1350,Duke University,Jean-Jaques,,Thomas,818683,4,good,TEACHER,PROFESSOR,3.8
Mathematics,1350,Duke University,Rachel,,Thomas,1344387,1,good,TEACHER,PROFESSOR,3.5
Mathematics,1350,Duke University,Ashleigh,,Thomas,1975082,2,good,TEACHER,PROFESSOR,4.8
Economics,1350,Duke University,Duncan,,Thomas,1784753,41,good,TEACHER,PROFESSOR,4.7
History,1350,Duke University,John,,Thompson,288496,12,good,TEACHER,PROFESSOR,4.2
Nursing,1350,Duke University,Julie,,Thompson,1693109,1,average,TEACHER,PROFESSOR,3.0
Anthropology,1350,Duke University,Charles,,Thompson,1744124,5,average,TEACHER,PROFESSOR,3.4
Mathematics,1350,Duke University,Andrew,,Thompson,1787129,2,good,TEACHER,PROFESSOR,5.0
Psychology,1350,Duke University,Robert,,Thompson,489836,34,good,TEACHER,PROFESSOR,4.6
Statistics,1350,Duke University,Gugan,,Thoppe,2355134,2,average,TEACHER,PROFESSOR,2.5
History,1350,Duke University,Susan,,Thorne,395544,21,average,TEACHER,PROFESSOR,3.4
Medicine,1350,Duke University,Grace,C,Thrall,2032534,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Jingdong,,Tian,1136619,5,poor,TEACHER,PROFESSOR,1.3
Women's Studies,1350,Duke University,WU,,Tianshi,753462,0,zero,TEACHER,PROFESSOR,N/A
Economics,1350,Duke University,Christopher,,Timmins,786272,25,average,TEACHER,PROFESSOR,3.1
Sociology,1350,Duke University,Edward,,Tiryakian,527751,11,good,TEACHER,PROFESSOR,4.2
Music,1350,Duke University,Larry,,Todd,1340492,3,average,TEACHER,PROFESSOR,2.7
Neuroscience,1350,Duke University,Christina,,Tognoni,1929896,7,poor,TEACHER,PROFESSOR,1.9
Psychology,1350,Duke University,Michael,,Tomasello,2421779,2,good,TEACHER,PROFESSOR,5.0
Computer Science,1350,Duke University,Carlo,,Tomasi,782570,13,good,TEACHER,PROFESSOR,4.5
Mathematics,1350,Duke University,James,,Tomberg,171078,40,good,TEACHER,PROFESSOR,4.8
Global Health,1350,Duke University,David,,Toole,2102092,9,average,TEACHER,PROFESSOR,3.5
English,1350,Duke University,Marianna,,Torgovnick,521960,15,average,TEACHER,PROFESSOR,3.2
Physics,1350,Duke University,Werner,,Tornow,846173,13,good,TEACHER,PROFESSOR,3.6
Mathematics,1350,Duke University,Nate,,Totz,1648106,6,good,TEACHER,PROFESSOR,3.5
Economics,1350,Duke University,Ed,,Tower,398285,10,good,TEACHER,PROFESSOR,3.8
Engineering,1350,Duke University,Gregg,,Trahey,611435,4,poor,TEACHER,PROFESSOR,2.4
Mathematics,1350,Duke University,Do,,Tran,2406609,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,John,,Trangenstein,624062,12,average,TEACHER,PROFESSOR,2.8
Political Science,1350,Duke University,Guillermo,,Trejo,788623,13,good,TEACHER,PROFESSOR,4.3
English,1350,Duke University,Whitney,A,Trettien,1805637,3,good,TEACHER,PROFESSOR,4.8
Computer Science,1350,Duke University,Chittaranjan,,Tripathy,1811726,2,good,TEACHER,PROFESSOR,3.8
Physics,1350,Duke University,Michael,,Troxel,2550166,0,zero,TEACHER,PROFESSOR,N/A
Music,1350,Duke University,Rebecca,,Troxler,44528,6,good,TEACHER,PROFESSOR,4.2
Engineering,1350,Duke University,George,,Truskey,526749,16,average,TEACHER,PROFESSOR,2.6
International Studies,1350,Duke University,Pikuei,,TU,1812588,5,good,TEACHER,PROFESSOR,4.3
Languages,1350,Duke University,Armand,,Tufenkian,1978553,4,good,TEACHER,PROFESSOR,4.8
Languages,1350,Duke University,Clare,,Tufts,413180,7,good,TEACHER,PROFESSOR,3.9
History,1350,Duke University,Mustafa,,Tuna,1464728,8,average,TEACHER,PROFESSOR,3.5
Biology,1350,Duke University,Jenny,,Tung,1995709,18,average,TEACHER,PROFESSOR,2.5
Anthropology,1350,Duke University,Yektan,,Turkyilmaz,1428681,3,good,TEACHER,PROFESSOR,3.7
Mathematics,1350,Duke University,Caroline,,Turnage-Butterbaug,2082418,9,good,TEACHER,PROFESSOR,4.5
Nursing,1350,Duke University,Kathleen,,Turner,466242,4,good,TEACHER,PROFESSOR,3.5
Nursing,1350,Duke University,Barbara,,Turner,1184557,2,good,TEACHER,PROFESSOR,5.0
Nursing,1350,Duke University,Trey,,Turner,1459371,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Robert,Greg,Twiss,2004928,4,good,TEACHER,PROFESSOR,4.9
Languages,1350,Duke University,Anna,,Tybinko,2215275,4,good,TEACHER,PROFESSOR,5.0
Humanities,1350,Duke University,Timothy,,Tyson,976509,7,good,TEACHER,PROFESSOR,3.8
Public Policy,1350,Duke University,Peter,,Ubel,1710968,6,good,TEACHER,PROFESSOR,4.9
Spanish,1350,Duke University,Ana,,Ugarte,2315407,4,good,TEACHER,PROFESSOR,5.0
Writing,1350,Duke University,Mark,,Ulett,1858368,23,good,TEACHER,PROFESSOR,4.8
Philosophy,1350,Duke University,Sungwoo,,Um,2355132,1,good,TEACHER,PROFESSOR,5.0
Law,1350,Duke University,Laura,,Underkuffler,874897,5,average,TEACHER,PROFESSOR,2.8
Documentary Studies,1350,Duke University,Amy ,,Unell,1967166,0,zero,TEACHER,PROFESSOR,N/A
Economics,1350,Duke University,Takuya,,Ura,2025195,1,good,TEACHER,PROFESSOR,5.0
Nursing,1350,Duke University,Queen,,Utley-Smith,466245,4,average,TEACHER,PROFESSOR,2.5
Biology,1350,Duke University,Marcy,,Uyenoyama,875831,3,average,TEACHER,PROFESSOR,2.7
English,1350,Duke University,Aarthi,,Vadde,2205152,2,good,TEACHER,PROFESSOR,5.0
English,1350,Duke University,George,,Vahamikos,1796218,0,zero,TEACHER,PROFESSOR,N/A
Languages,1350,Duke University,Premlata,,Vaishnava,912585,13,average,TEACHER,PROFESSOR,3.0
Philosophy,1350,Duke University,Orlin,,Vakarelov,1783761,3,poor,TEACHER,PROFESSOR,1.5
Anthropology,1350,Duke University,Kim,,Valenta,2478893,2,poor,TEACHER,PROFESSOR,1.5
Sociology,1350,Duke University,Lauren,,Valentino,2360304,2,good,TEACHER,PROFESSOR,5.0
Engineering,1350,Duke University,Daniel,,Vallero,1230913,5,good,TEACHER,PROFESSOR,3.6
Writing,1350,Duke University,Matthew,,Valnes,2368243,1,good,TEACHER,PROFESSOR,4.0
Languages,1350,Duke University,Sandra,,Valnes Quammen,780582,23,good,TEACHER,PROFESSOR,5.0
Languages,1350,Duke University,Martha,,Van Der Drift,2072856,3,good,TEACHER,PROFESSOR,4.7
Marine Sciences,1350,Duke University,Cindy,,Van Dover,1268356,0,zero,TEACHER,PROFESSOR,N/A
Art History,1350,Duke University,Hans J.,,Van Miegroet,266597,31,good,TEACHER,PROFESSOR,3.7
Languages,1350,Duke University,Joanne,,Van Tuyl,2056010,6,good,TEACHER,PROFESSOR,4.5
Anthropology,1350,Duke University,Netta,,Van Vliet,1203138,3,good,TEACHER,PROFESSOR,5.0
Political Science,1350,Duke University,Georg,,Vanberg,1888780,14,good,TEACHER,PROFESSOR,4.8
Political Science,1350,Duke University,Ryan,,Vander Weilen,1496692,2,good,TEACHER,PROFESSOR,3.5
English,1350,Duke University,Hannah,Marie,VanderHart,2072370,3,good,TEACHER,PROFESSOR,4.7
Spanish,1350,Duke University,Ivan,,Vargas,2143202,1,good,TEACHER,PROFESSOR,5.0
Engineering,1350,Duke University,Shyni,,Varghese,2480770,3,poor,TEACHER,PROFESSOR,1.0
Writing,1350,Duke University,Saiba,,Varma,1819117,12,good,TEACHER,PROFESSOR,4.2
Global Health,1350,Duke University,Lavanya,,Vasudevan,2228628,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Stephanos,,Venakides,487782,19,good,TEACHER,PROFESSOR,3.5
Geology,1350,Duke University,Avner,,Vengosh,1288881,2,average,TEACHER,PROFESSOR,2.8
Mathematics,1350,Duke University,Anil,,Venkatesh,1765125,0,zero,TEACHER,PROFESSOR,N/A
Sociology,1350,Duke University,Sam,,Veraldi,554778,18,good,TEACHER,PROFESSOR,4.2
Writing,1350,Duke University,Betsy,,Verhoeven,475309,22,good,TEACHER,PROFESSOR,4.6
Languages,1350,Duke University,Graciela,,Vidal,266352,38,average,TEACHER,PROFESSOR,3.0
Science,1350,Duke University,Rebecca,,Vidra,710962,48,good,TEACHER,PROFESSOR,4.0
Literature,1350,Duke University,Antonio,,Viego,435475,12,good,TEACHER,PROFESSOR,4.5
Mathematics,1350,Duke University,Shira,,Viel,2421248,11,good,TEACHER,PROFESSOR,4.7
Psychology,1350,Duke University,Angela,,Vieth,1150529,43,good,TEACHER,PROFESSOR,4.0
Public Policy,1350,Duke University,Elizabeth,,Vigdor,488316,27,good,TEACHER,PROFESSOR,4.2
Spanish,1350,Duke University,Teresa,,Vilaros,712158,2,average,TEACHER,PROFESSOR,2.5
Biology,1350,Duke University,Rytas,,Vilgalys,512366,11,good,TEACHER,PROFESSOR,4.2
Languages,1350,Duke University,William,,Villalba,907089,35,average,TEACHER,PROFESSOR,3.1
Religion,1350,Duke University,Ava,,Vinesett,1011089,3,good,TEACHER,PROFESSOR,4.7
Dance,1350,Duke University,Ava,,Vinesett,1977828,1,good,TEACHER,PROFESSOR,5.0
Law,1350,Duke University,John,,Virdin,2370611,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Lawrence,,Virgin,1047855,5,good,TEACHER,PROFESSOR,3.9
Spanish,1350,Duke University,Edgar,,Virguez Rodriguez,2517448,1,good,TEACHER,PROFESSOR,5.0
Engineering,1350,Duke University,Jonathan,,Viventi,2139690,3,good,TEACHER,PROFESSOR,5.0
Engineering,1350,Duke University,Tuan,,Vo-Dinh,2152981,1,good,TEACHER,PROFESSOR,4.0
Statistics,1350,Duke University,Alexander,,Volfovsky,2223224,3,average,TEACHER,PROFESSOR,3.0
Biology,1350,Duke University,Pelin,,Volkan,1881176,4,good,TEACHER,PROFESSOR,4.2
Engineering,1350,Duke University,Olaf,,Von Ramm,355476,19,poor,TEACHER,PROFESSOR,2.5
Religion,1350,Duke University,Grant,,Wacker,395737,4,good,TEACHER,PROFESSOR,5.0
Mathematics,1350,Duke University,Darryl,,Wade,2186684,1,poor,TEACHER,PROFESSOR,1.0
Music,1350,Duke University,Jacqueline,,Waeber,1132484,6,good,TEACHER,PROFESSOR,3.5
Anthropology,1350,Duke University,Laura,,Wagner,2330810,1,good,TEACHER,PROFESSOR,4.0
English,1350,Duke University,Priscilla,,Wald,1066627,6,good,TEACHER,PROFESSOR,5.0
Anthropology,1350,Duke University,Christine,,Wall,619821,7,good,TEACHER,PROFESSOR,4.4
English,1350,Duke University,Maurice,,Wallace,697890,10,good,TEACHER,PROFESSOR,4.2
Engineering,1350,Duke University,Charles,,Wallace,1554232,11,good,TEACHER,PROFESSOR,4.1
Engineering,1350,Duke University,Steven,,Wallace,2227005,3,good,TEACHER,PROFESSOR,4.3
Engineering,1350,Duke University,Paul,,Wang,587781,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Xiaoyang,,Wang,754464,0,zero,TEACHER,PROFESSOR,N/A
Business,1350,Duke University,Shouqiang,,Wang,1556904,1,poor,TEACHER,PROFESSOR,1.0
Chinese,1350,Duke University,Dan,,Wang,1663528,9,good,TEACHER,PROFESSOR,4.7
Chemistry,1350,Duke University,Qiu,,Wang,1758105,60,average,TEACHER,PROFESSOR,3.0
Computer Engineering,1350,Duke University,Patrick,,Wang,2249902,1,poor,TEACHER,PROFESSOR,2.0
Mathematics,1350,Duke University,Lihan,,Wang,2516848,0,zero,TEACHER,PROFESSOR,N/A
Economics,1350,Duke University,Xiao Yu,,Wang,2114759,2,good,TEACHER,PROFESSOR,5.0
Writing,1350,Duke University,Elise,,Wang,2371494,9,good,TEACHER,PROFESSOR,4.7
Music,1350,Duke University,Claudia,,Warburg,1326444,0,zero,TEACHER,PROFESSOR,N/A
Philosophy,1350,Duke University,Benjamin,,Ward,1068718,5,average,TEACHER,PROFESSOR,3.1
Philosophy,1350,Duke University,William,,Ward,1110858,0,zero,TEACHER,PROFESSOR,N/A
Nursing,1350,Duke University,Terry,,Ward,1459365,0,zero,TEACHER,PROFESSOR,N/A
Classics,1350,Duke University,Laury,,Ward,1513753,1,good,TEACHER,PROFESSOR,5.0
Chemistry,1350,Duke University,Warren,,Warren,916639,49,poor,TEACHER,PROFESSOR,2.0
Mathematics,1350,Duke University,Tatsunari,,Watanabe,1889983,3,good,TEACHER,PROFESSOR,4.0
Writing,1350,Duke University,Joel,,Watkins,1434873,9,good,TEACHER,PROFESSOR,4.8
Languages,1350,Duke University,Grainne,,Watson,1487850,2,good,TEACHER,PROFESSOR,4.5
Mathematics,1350,Duke University,Alexander,,Watson,2288367,5,average,TEACHER,PROFESSOR,3.0
Engineering,1350,Duke University,Adam,,Wax,996275,3,good,TEACHER,PROFESSOR,4.5
Physics,1350,Duke University,Hal,,Weaver,408809,0,zero,TEACHER,PROFESSOR,N/A
Public Policy,1350,Duke University,Patricia,,Weddington,2159634,0,zero,TEACHER,PROFESSOR,N/A
Women's Studies,1350,Duke University,Kathi,,Weeks,1479188,9,good,TEACHER,PROFESSOR,4.3
Mathematics,1350,Duke University,Ning,,Wei,2185890,1,poor,TEACHER,PROFESSOR,1.0
Psychology,1350,Duke University,Kevin,,Weinfurt,395732,24,good,TEACHER,PROFESSOR,4.0
Public Policy,1350,Duke University,Erika,,Weinthal,1974510,3,average,TEACHER,PROFESSOR,3.0
Economics,1350,Duke University,E.R.,,Weintraub,317016,10,good,TEACHER,PROFESSOR,4.7
Art History,1350,Duke University,Gennifer,,Weisenfeld,274064,7,good,TEACHER,PROFESSOR,4.4
Law,1350,Duke University,John,,Weistart,187930,12,good,TEACHER,PROFESSOR,4.2
Psychology,1350,Duke University,Sloan,,Weitzel,2483804,1,good,TEACHER,PROFESSOR,4.0
Women's Studies,1350,Duke University,Georgia,P.,Welch,1813002,2,average,TEACHER,PROFESSOR,3.0
Writing,1350,Duke University,Haleema,,Welji,2476844,7,good,TEACHER,PROFESSOR,3.7
Writing,1350,Duke University,Jennifer,,Welsh,1180883,2,good,TEACHER,PROFESSOR,3.5
Writing,1350,Duke University,Miranda,,Welsh,2325148,6,good,TEACHER,PROFESSOR,4.8
Chemistry,1350,Duke University,Kevin,,Welsher,2293593,8,good,TEACHER,PROFESSOR,5.0
Languages,1350,Duke University,Talia,,Weltman,937523,4,average,TEACHER,PROFESSOR,2.6
Spanish,1350,Duke University,Amy,,Wentworth Bueno,1290204,4,good,TEACHER,PROFESSOR,5.0
English,1350,Duke University,Julianne,,Werlin,2276535,3,good,TEACHER,PROFESSOR,3.7
Biology,1350,Duke University,Jennifer,,Wernegreen,2038973,5,good,TEACHER,PROFESSOR,4.6
Mathematics,1350,Duke University,Marcus,,Werner,1456329,5,good,TEACHER,PROFESSOR,3.7
Writing,1350,Duke University,Katya,,Wesolowski,1268355,19,good,TEACHER,PROFESSOR,4.4
Theater,1350,Duke University,Jeff,,West,830317,0,zero,TEACHER,PROFESSOR,N/A
Writing,1350,Duke University,Amanda,,Wetsel,2374250,6,good,TEACHER,PROFESSOR,3.7
Art History,1350,Duke University,Annabelle,,Wharton,486563,7,good,TEACHER,PROFESSOR,4.3
Geology,1350,Duke University,Alex,,Wheatley,1996535,3,poor,TEACHER,PROFESSOR,2.0
Writing,1350,Duke University,Brooke,,Wheeler,1573176,5,good,TEACHER,PROFESSOR,4.0
Dance,1350,Duke University,Nina,,Wheeler,2212623,0,zero,TEACHER,PROFESSOR,N/A
Public Policy,1350,Duke University,Kathryn,,Whetten,413177,17,poor,TEACHER,PROFESSOR,2.3
Psychology,1350,Duke University,Peter,,Whitehead,2459917,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1350,Duke University,Keith,,Whitfield,1042397,18,good,TEACHER,PROFESSOR,4.0
Writing,1350,Duke University,Matthew,,Whitt,2389460,0,zero,TEACHER,PROFESSOR,N/A
Writing,1350,Duke University,Matt,,Whitt,1873687,20,good,TEACHER,PROFESSOR,4.7
Political Science,1350,Duke University,Michelle,,Whyman,2314866,5,good,TEACHER,PROFESSOR,4.4
Political Science,1350,Duke University,Erik,,Wibbels,1260994,4,good,TEACHER,PROFESSOR,4.3
Chemistry,1350,Duke University,Ross,,Widenhoefer,483017,49,good,TEACHER,PROFESSOR,3.5
